headline_text,label,tokenized_sents,developed_exists,developing_exists,cat
uk commandos claim success basra suburb,1,"{'uk', 'claim', 'success', 'suburb', 'commandos', 'basra'}",1,0,developed
uk ministers condemn cooks withdrawal push,-1,"{'withdrawal', 'push', 'uk', 'condemn', 'ministers', 'cooks'}",1,0,developed
un trucks drinking water iraq,0,"{'water', 'drinking', 'trucks', 'iraq', 'un'}",0,1,developing
us chief apologises friendly fire incidents,1,"{'apologises', 'fire', 'us', 'incidents', 'friendly', 'chief'}",1,0,developed
us general says access american pows,-1,"{'says', 'access', 'us', 'american', 'pows', 'general'}",1,0,developed
us marines secure southern euphrates river,1,"{'southern', 'us', 'river', 'secure', 'euphrates', 'marines'}",1,0,developed
us marines storm town target chemical ali,0,"{'target', 'us', 'town', 'chemical', 'storm', 'marines', 'ali'}",1,0,developed
us public accepts death part war poll,-1,"{'accepts', 'death', 'us', 'public', 'war', 'part', 'poll'}",1,0,developed
us releases details massive iraqi,0,"{'us', 'iraqi', 'details', 'massive', 'releases'}",1,0,developed
us steps northern bombing campaign,0,"{'us', 'steps', 'northern', 'bombing', 'campaign'}",1,0,developed
us targets potential terrorist base,-1,"{'potential', 'us', 'terrorist', 'targets', 'base'}",1,0,developed
us timed launch war save iraqi oil wells,0,"{'us', 'launch', 'iraqi', 'wells', 'timed', 'war', 'oil', 'save'}",1,0,developed
us troops get strict iraqis suicide,-1,"{'strict', 'us', 'iraqis', 'suicide', 'troops', 'get'}",1,0,developed
us warnings sharpen syrias iraq dilemma,-1,"{'syrias', 'warnings', 'us', 'sharpen', 'iraq', 'dilemma'}",1,1,developed/developing
us war plan failing arnett tells iraq tv,-1,"{'tv', 'us', 'tells', 'plan', 'war', 'iraq', 'arnett', 'failing'}",1,1,developed/developing
war sars forces air nz cancel flights,-1,"{'flights', 'cancel', 'air', 'nz', 'war', 'forces', 'sars'}",1,0,developed
welcome hell israelis tell us suicide bomb,-1,"{'hell', 'welcome', 'us', 'israelis', 'suicide', 'bomb', 'tell'}",1,0,developed
zimbabwe police surround mugabe home opposition,0,"{'opposition', 'surround', 'zimbabwe', 'mugabe', 'home', 'police'}",0,1,developing
around 94 set us masters organisers,0,"{'masters', '94', 'around', 'us', 'set', 'organisers'}",1,0,developed
astro boy help rebuild iraq,1,"{'astro', 'rebuild', 'help', 'iraq', 'boy'}",0,1,developing
aust man shrugs sars,0,"{'sars', 'aust', 'man', 'shrugs'}",1,0,developed
australia ready mystery virus doctor,-1,"{'australia', 'mystery', 'doctor', 'ready', 'virus'}",1,0,developed
britain power strip uk citizenship,0,"{'uk', 'citizenship', 'britain', 'power', 'strip'}",1,0,developed
british landing near mosul thwarted iraq says,0,"{'landing', 'says', 'thwarted', 'mosul', 'british', 'iraq', 'near'}",1,1,developed/developing
checkpoint deaths tragic us,-1,"{'checkpoint', 'tragic', 'us', 'deaths'}",1,0,developed
colombia bans shirt lifting goal celebrations,0,"{'colombia', 'goal', 'bans', 'lifting', 'celebrations', 'shirt'}",0,1,developing
comedy steals us wartime box office,-1,"{'steals', 'us', 'box', 'wartime', 'comedy', 'office'}",1,0,developed
downer meets powell us tour,0,"{'us', 'meets', 'downer', 'powell', 'tour'}",1,0,developed
germany planning green world cup 2006,0,"{'cup', 'planning', 'world', '2006', 'green', 'germany'}",1,0,developed
human shields remain iraq sa woman,0,"{'sa', 'human', 'remain', 'woman', 'shields', 'iraq'}",0,1,developing
iraq reports fierce fighting nasiriya,-1,"{'reports', 'nasiriya', 'fierce', 'iraq', 'fighting'}",0,1,developing
israel says syria smuggling arms iraq,-1,"{'says', 'smuggling', 'syria', 'iraq', 'israel', 'arms'}",1,1,developed/developing
japan retracts nth korean missile claim,0,"{'nth', 'retracts', 'claim', 'japan', 'korean', 'missile'}",1,0,developed
kamal sacked bangladesh coach,0,"{'coach', 'sacked', 'bangladesh', 'kamal'}",0,1,developing
killer flu threat may postpone mayors china trip,-1,"{'killer', 'flu', 'may', 'trip', 'postpone', 'mayors', 'china', 'threat'}",1,0,developed
man holds 46 people hostage plane cuba,0,"{'46', 'man', 'cuba', 'plane', 'holds', 'people', 'hostage'}",0,1,developing
masur warns sweden form hewitt,0,"{'warns', 'hewitt', 'sweden', 'form', 'masur'}",1,0,developed
mexico set presidency un security council,1,"{'council', 'mexico', 'set', 'un', 'security', 'presidency'}",0,1,developing
nauru president suffers heart attack,-1,"{'president', 'attack', 'heart', 'nauru', 'suffers'}",0,1,developing
nz denies anti war stance embarrasses us,-1,"{'anti', 'embarrasses', 'us', 'denies', 'stance', 'nz', 'war'}",1,0,developed
sa rural confidence highest australia survey,1,"{'sa', 'survey', 'highest', 'australia', 'confidence', 'rural'}",1,0,developed
uk urges friendly trade europe us,1,"{'trade', 'uk', 'us', 'friendly', 'urges', 'europe'}",1,0,developed
un food program faces massive iraq operation,0,"{'operation', 'faces', 'food', 'iraq', 'un', 'massive', 'program'}",0,1,developing
us assures turkey kirkuk hold,1,"{'hold', 'turkey', 'us', 'assures', 'kirkuk'}",1,1,developed/developing
us claims victory ansar al islam,0,"{'al', 'claims', 'us', 'victory', 'ansar', 'islam'}",1,0,developed
us stocks tick war weighs sentiment,-1,"{'us', 'stocks', 'war', 'weighs', 'tick', 'sentiment'}",1,0,developed
us take measures prevent checkpoint shootings,0,"{'shootings', 'measures', 'prevent', 'us', 'checkpoint', 'take'}",1,0,developed
us warplanes bomb around n iraq city kirkuk,-1,"{'warplanes', 'around', 'us', 'kirkuk', 'iraq', 'city', 'bomb', 'n'}",1,1,developed/developing
alleged aust terrorist free go home pakistan,-1,"{'free', 'alleged', 'terrorist', 'pakistan', 'aust', 'home', 'go'}",1,1,developed/developing
australia sweden rekindle old rivalry,0,"{'old', 'sweden', 'rekindle', 'rivalry', 'australia'}",1,0,developed
bolivia mudslide kills 14 400 feared buried alive,-1,"{'kills', 'alive', 'mudslide', '400', 'buried', 'feared', '14', 'bolivia'}",0,1,developing
british stage mysterious rescue operation iraq,1,"{'mysterious', 'operation', 'stage', 'british', 'iraq', 'rescue'}",1,1,developed/developing
china permits team visit guangdong,0,"{'guangdong', 'team', 'permits', 'china', 'visit'}",1,0,developed
choir cancels china tour mystery bug fears,-1,"{'cancels', 'bug', 'choir', 'fears', 'mystery', 'tour', 'china'}",1,0,developed
conference told australia fears outside world,-1,"{'told', 'australia', 'outside', 'conference', 'fears', 'world'}",1,0,developed
cricket chat gives iraq drama new pitch,0,"{'gives', 'pitch', 'iraq', 'drama', 'chat', 'cricket', 'new'}",0,1,developing
govt avoiding issue un controlled iraq rudd,-1,"{'avoiding', 'issue', 'rudd', 'controlled', 'iraq', 'un', 'govt'}",0,1,developing
harwood declared fit aust match,1,"{'match', 'declared', 'aust', 'fit', 'harwood'}",1,0,developed
iraq thrown third forces battle,-1,"{'third', 'battle', 'iraq', 'forces', 'thrown'}",0,1,developing
iraqis firing najaf shrine us,-1,"{'shrine', 'us', 'iraqis', 'firing', 'najaf'}",1,0,developed
iraq says beat najaf attack gives bomb toll,-1,"{'beat', 'says', 'attack', 'gives', 'iraq', 'bomb', 'toll', 'najaf'}",0,1,developing
israel stages tulkarm assault,-1,"{'assault', 'tulkarm', 'stages', 'israel'}",1,0,developed
missing war journalists safe jordan,-1,"{'journalists', 'missing', 'safe', 'war', 'jordan'}",0,1,developing
mission australia lose 300 staff,-1,"{'mission', 'lose', 'australia', '300', 'staff'}",1,0,developed
news ltd journalist expelled iraq,-1,"{'ltd', 'journalist', 'expelled', 'news', 'iraq'}",0,1,developing
news ltd unsure reporters future iraq,-1,"{'reporters', 'ltd', 'future', 'news', 'iraq', 'unsure'}",0,1,developing
peace could real war iraq,0,"{'peace', 'real', 'could', 'war', 'iraq'}",0,1,developing
sars fears force exchange students china,-1,"{'force', 'exchange', 'fears', 'students', 'china', 'sars'}",1,0,developed
sars kills another 9 china officials,-1,"{'kills', 'another', '9', 'officials', 'china', 'sars'}",1,0,developed
shepparton man mourns nephew 9 dead iraq,-1,"{'nephew', 'man', 'shepparton', 'dead', '9', 'iraq', 'mourns'}",0,1,developing
tasmanian families relatives iraq meet,0,"{'relatives', 'tasmanian', 'meet', 'families', 'iraq'}",0,1,developing
two us pilots rescued plane crash,0,"{'rescued', 'two', 'pilots', 'us', 'plane', 'crash'}",1,0,developed
us airport quarantines plane sars scare,-1,"{'quarantines', 'us', 'plane', 'airport', 'scare', 'sars'}",1,0,developed
us defends soldiers iraq civilian killings,-1,"{'defends', 'us', 'killings', 'civilian', 'soldiers', 'iraq'}",1,1,developed/developing
us destroys republican guard division iraq denies,-1,"{'division', 'destroys', 'guard', 'us', 'republican', 'denies', 'iraq'}",1,1,developed/developing
us forces bridge tigris report,0,"{'tigris', 'bridge', 'us', 'report', 'forces'}",1,0,developed
us forces secure karbala report,1,"{'karbala', 'us', 'report', 'secure', 'forces'}",1,0,developed
us investors taking upbeat look war,-1,"{'investors', 'look', 'us', 'upbeat', 'taking', 'war'}",1,0,developed
us military begin examining bodies found,0,"{'bodies', 'found', 'us', 'military', 'begin', 'examining'}",1,0,developed
us investigate 60 year old mortar death,-1,"{'mortar', 'old', 'death', 'us', 'investigate', 'year', '60'}",1,0,developed
us troops attack fedayeen najaf,-1,"{'us', 'fedayeen', 'attack', 'troops', 'najaf'}",1,0,developed
us troops move,0,"{'us', 'troops', 'move'}",1,0,developed
us turkey agree supplies n iraq troops,1,"{'turkey', 'agree', 'us', 'supplies', 'iraq', 'troops', 'n'}",1,1,developed/developing
us vanguard 30 km baghdad military,0,"{'km', 'us', '30', 'baghdad', 'military', 'vanguard'}",1,0,developed
vanuatu faces indonesian backlash papua,0,"{'faces', 'indonesian', 'backlash', 'vanuatu', 'papua'}",0,1,developing
vieira barthez play israel,1,"{'vieira', 'play', 'israel', 'barthez'}",1,0,developed
virus fear puts mask choirs china tour,-1,"{'mask', 'fear', 'choirs', 'tour', 'puts', 'china', 'virus'}",1,0,developed
al jazeera suspends broadcasts iraq,0,"{'suspends', 'al', 'broadcasts', 'jazeera', 'iraq'}",0,1,developing
al qaeda suspect captured north west pakistan,-1,"{'north', 'captured', 'al', 'west', 'pakistan', 'suspect', 'qaeda'}",0,1,developing
australia backs un role post war iraq,-1,"{'australia', 'backs', 'war', 'iraq', 'role', 'post', 'un'}",1,1,developed/developing
aust swimming stands volkers,0,"{'stands', 'volkers', 'aust', 'swimming'}",1,0,developed
china assisting north korea mediation downer,0,"{'north', 'korea', 'downer', 'assisting', 'mediation', 'china'}",1,0,developed
cricket talks saves day iraq human shields,0,"{'saves', 'human', 'shields', 'day', 'talks', 'iraq', 'cricket'}",0,1,developing
defending iraq sacred duty arabs,0,"{'duty', 'defending', 'iraq', 'arabs', 'sacred'}",0,1,developing
euro 2004 france close finals england top,1,"{'euro', '2004', 'finals', 'england', 'france', 'close', 'top'}",1,0,developed
europe broadcasters say us limiting iraq reporting,0,"{'limiting', 'say', 'us', 'reporting', 'iraq', 'broadcasters', 'europe'}",1,1,developed/developing
fifth sars patient dies singapore,0,"{'dies', 'fifth', 'patient', 'singapore', 'sars'}",1,0,developed
former aust military commanders believe saddam,0,"{'believe', 'commanders', 'former', 'saddam', 'military', 'aust'}",1,0,developed
howard upbeat progress iraq war operations,-1,"{'operations', 'upbeat', 'war', 'iraq', 'howard', 'progress'}",0,1,developing
indonesia 18500 school age drug users official,0,"{'18500', 'indonesia', 'school', 'drug', 'official', 'age', 'users'}",0,1,developing
irans khatami warns iraq war fuel extremism,-1,"{'extremism', 'fuel', 'warns', 'khatami', 'war', 'iraq', 'irans'}",0,1,developing
iraq denies us troops making progress war,-1,"{'us', 'denies', 'war', 'iraq', 'progress', 'troops', 'making'}",1,1,developed/developing
israel confirms 1000 palestinians forced,-1,"{'forced', 'israel', 'confirms', '1000', 'palestinians'}",1,0,developed
israel poisons crops bedouin squatters,-1,"{'squatters', 'bedouin', 'crops', 'poisons', 'israel'}",1,0,developed
israel release detained palestinians,-1,"{'palestinians', 'release', 'detained', 'israel'}",1,0,developed
kallis bangladesh tour,0,"{'tour', 'bangladesh', 'kallis'}",0,1,developing
missile downs us warplane iraq report,0,"{'us', 'report', 'warplane', 'downs', 'iraq', 'missile'}",1,1,developed/developing
moses phelps fly us flag foreign flavored,0,"{'flavored', 'flag', 'us', 'fly', 'phelps', 'moses', 'foreign'}",1,0,developed
cries victory yet aust military,-1,"{'yet', 'cries', 'victory', 'military', 'aust'}",1,0,developed
nz man rolled scam,-1,"{'scam', 'rolled', 'nz', 'man'}",1,0,developed
santinis mixed feelings france victory,0,"{'feelings', 'mixed', 'victory', 'france', 'santinis'}",1,0,developed
schumacher eager get back track brazil,1,"{'get', 'back', 'eager', 'schumacher', 'brazil', 'track'}",0,1,developing
seventh sars patient dies canada report,0,"{'dies', 'patient', 'report', 'canada', 'seventh', 'sars'}",1,0,developed
syria backhands us threats iraq,-1,"{'us', 'syria', 'threats', 'iraq', 'backhands'}",1,1,developed/developing
syria says us practising terrorism iraq,-1,"{'says', 'practising', 'us', 'syria', 'terrorism', 'iraq'}",1,1,developed/developing
turkey opens border us troop supplies,0,"{'turkey', 'us', 'supplies', 'opens', 'troop', 'border'}",1,1,developed/developing
us anti doping agency bans snowboarder life,-1,"{'anti', 'doping', 'us', 'bans', 'life', 'agency', 'snowboarder'}",1,0,developed
us black hawk iraq,0,"{'iraq', 'us', 'black', 'hawk'}",1,1,developed/developing
us confirms warplane downed iraq,0,"{'downed', 'us', 'warplane', 'iraq', 'confirms'}",1,1,developed/developing
us forces drive back iraqi troops north,0,"{'north', 'back', 'drive', 'us', 'iraqi', 'forces', 'troops'}",1,0,developed
us helicopter shot iraq seven believed dead,-1,"{'helicopter', 'seven', 'us', 'dead', 'iraq', 'believed', 'shot'}",1,1,developed/developing
us loses warplane chopper iraq fighting,-1,"{'us', 'loses', 'iraq', 'warplane', 'chopper', 'fighting'}",1,1,developed/developing
us markets bet white flags,0,"{'us', 'white', 'flags', 'bet', 'markets'}",1,0,developed
us resumes push international assistance,0,"{'push', 'us', 'international', 'resumes', 'assistance'}",1,0,developed
18 killed brazil bus crash,-1,"{'18', 'bus', 'crash', 'killed', 'brazil'}",0,1,developing
22 dead conflict india,-1,"{'conflict', 'india', 'dead', '22'}",0,1,developing
2500 republican guards surrender us forces,0,"{'surrender', 'us', 'republican', 'guards', '2500', 'forces'}",1,0,developed
australia post modest total,0,"{'australia', 'post', 'total', 'modest'}",1,0,developed
barrichello winning brazil would like winning,1,"{'barrichello', 'would', 'brazil', 'winning', 'like'}",0,1,developing
british triple jumper hansen heel op,0,"{'hansen', 'jumper', 'heel', 'triple', 'op', 'british'}",1,0,developed
dimarco leads one georgia,0,"{'one', 'georgia', 'leads', 'dimarco'}",0,1,developing
eight taliban killed southern afghanistan report,-1,"{'afghanistan', 'taliban', 'southern', 'eight', 'report', 'killed'}",0,1,developing
england face probe turkey match clash,0,"{'turkey', 'match', 'england', 'face', 'probe', 'clash'}",0,1,developing
france manager maso counts marsh,0,"{'marsh', 'counts', 'manager', 'france', 'maso'}",1,0,developed
north korea blasts us sanctions missile,0,"{'blasts', 'north', 'korea', 'us', 'sanctions', 'missile'}",1,0,developed
north korea deflects human rights abuses us,-1,"{'north', 'korea', 'deflects', 'us', 'human', 'abuses', 'rights'}",1,0,developed
oh takes lead thailand open,0,"{'oh', 'takes', 'thailand', 'open', 'lead'}",0,1,developing
post saddam iraq controlled iraqis blair,0,"{'blair', 'iraqis', 'saddam', 'controlled', 'iraq', 'post'}",0,1,developing
suspected aust sars cases drop 7 5,-1,"{'suspected', '7', 'drop', '5', 'cases', 'aust', 'sars'}",1,0,developed
top us soldier praises australian fighters,1,"{'australian', 'us', 'fighters', 'soldier', 'praises', 'top'}",1,0,developed
two killed suspected rebel attack indonesia,-1,"{'two', 'indonesia', 'suspected', 'attack', 'rebel', 'killed'}",0,1,developing
un aid convoy expected deliver food n iraq,0,"{'deliver', 'convoy', 'expected', 'food', 'aid', 'iraq', 'un', 'n'}",0,1,developing
un warns threat war us nth korea,-1,"{'korea', 'warns', 'nth', 'us', 'war', 'un', 'threat'}",1,0,developed
us claims liquid powder chemical manuals found,0,"{'found', 'claims', 'liquid', 'us', 'powder', 'chemical', 'manuals'}",1,0,developed
us scales diplomatic staff china,0,"{'us', 'diplomatic', 'scales', 'staff', 'china'}",1,0,developed
us senate passes bill finance war 130 billion,-1,"{'bill', 'us', 'passes', '130', 'billion', 'senate', 'war', 'finance'}",1,0,developed
us troops find vials chemical weapons manuals,-1,"{'vials', 'us', 'weapons', 'chemical', 'troops', 'manuals', 'find'}",1,0,developed
us troops say find second site vials powder,0,"{'site', 'vials', 'say', 'us', 'powder', 'second', 'troops', 'find'}",1,0,developed
1000 iraqis killed baghdad incursion us,-1,"{'us', 'iraqis', 'killed', 'baghdad', 'incursion', '1000'}",1,0,developed
aussie dawes grabs share thailand open lead,1,"{'lead', 'share', 'thailand', 'open', 'grabs', 'aussie', 'dawes'}",0,1,developing
