headline_text,tokenized_sents,developed_exists,developing_exists,cat,label
attempted jailbreak honduras claims 68 lives,"{'honduras', 'claims', 'attempted', '68', 'lives', 'jailbreak'}",0,1,developing,1
australia home dry 3 0 rout sweden,"{'australia', 'home', 'sweden', '0', 'rout', 'dry', '3'}",1,0,developed,1
barrichello takes brazil pole webber third,"{'third', 'webber', 'brazil', 'takes', 'pole', 'barrichello'}",0,1,developing,1
belgium revises universal competence law,"{'universal', 'belgium', 'competence', 'revises', 'law'}",1,0,developed,1
britain says republican guard suffering,"{'suffering', 'guard', 'britain', 'says', 'republican'}",1,0,developed,0
british tanks penetrate basra,"{'tanks', 'basra', 'british', 'penetrate'}",1,0,developed,1
downer says australia post war role,"{'downer', 'post', 'australia', 'says', 'war', 'role'}",1,0,developed,0
eighth sars victim reported canada,"{'eighth', 'victim', 'reported', 'canada', 'sars'}",1,0,developed,0
honduras jail riot leaves 66 dead,"{'honduras', 'jail', '66', 'riot', 'dead', 'leaves'}",0,1,developing,0
iran claims bodies found iraqi morgue,"{'claims', 'iraqi', 'found', 'morgue', 'iran', 'bodies'}",0,1,developing,1
iraq denies baghdad incursion,"{'iraq', 'incursion', 'baghdad', 'denies'}",0,1,developing,0
iraqi kurds us special forces close kirkuk,"{'iraqi', 'close', 'special', 'kurds', 'us', 'forces', 'kirkuk'}",1,0,developed,2
iraq says chemical ali alive us says guard dead,"{'guard', 'ali', 'says', 'alive', 'iraq', 'dead', 'us', 'chemical'}",1,1,developed/developing,0
janzen enters unfamiliar territory lead us pga,"{'janzen', 'pga', 'unfamiliar', 'enters', 'territory', 'us', 'lead'}",1,0,developed,1
judge questions us fairness moussaoui case,"{'fairness', 'questions', 'us', 'judge', 'moussaoui', 'case'}",1,0,developed,2
time frame withdrawal aust troops,"{'aust', 'frame', 'time', 'withdrawal', 'troops'}",1,0,developed,0
parents reunited rescued us pow jessica lynch,"{'reunited', 'rescued', 'us', 'lynch', 'parents', 'pow', 'jessica'}",1,0,developed,2
roadmap demands met israel,"{'met', 'demands', 'roadmap', 'israel'}",1,0,developed,1
saddam calls iraqis save baghdad us tanks,"{'tanks', 'save', 'saddam', 'us', 'iraqis', 'baghdad', 'calls'}",1,0,developed,2
sars fears ease singapore reopen schools,"{'reopen', 'schools', 'ease', 'singapore', 'fears', 'sars'}",1,0,developed,1
ton marillier fires zimbabwe past kenya,"{'ton', 'kenya', 'past', 'marillier', 'fires', 'zimbabwe'}",0,1,developing,1
turkey expels iraqi diplomats,"{'turkey', 'expels', 'iraqi', 'diplomats'}",0,1,developing,0
two aid ships bound iraq,"{'aid', 'two', 'bound', 'iraq', 'ships'}",0,1,developing,1
us 101st airborne division launches assault,"{'launches', 'airborne', 'division', 'us', 'assault', '101st'}",1,0,developed,0
us iraqi forces fight street street karbala,"{'iraqi', 'fight', 'karbala', 'us', 'forces', 'street'}",1,0,developed,0
us military says attack russian convoy,"{'russian', 'attack', 'says', 'us', 'military', 'convoy'}",1,0,developed,2
us plans iraq civilian rule may begin,"{'may', 'begin', 'civilian', 'iraq', 'us', 'rule', 'plans'}",1,1,developed/developing,1
us says troops move baghdad freely,"{'freely', 'move', 'says', 'us', 'baghdad', 'troops'}",1,0,developed,2
us start installing post war iraq administration,"{'start', 'post', 'administration', 'installing', 'iraq', 'war', 'us'}",1,1,developed/developing,0
us troops kurds advance mosul kirkuk,"{'advance', 'kirkuk', 'mosul', 'kurds', 'us', 'troops'}",1,0,developed,1
us warns possible terror strikes uzbekistan,"{'uzbekistan', 'warns', 'possible', 'terror', 'us', 'strikes'}",1,1,developed/developing,0
vogts relishing germany clash hampden,"{'hampden', 'clash', 'vogts', 'relishing', 'germany'}",1,0,developed,2
webber lifts jaguar new heights brazil,"{'lifts', 'jaguar', 'new', 'webber', 'brazil', 'heights'}",0,1,developing,1
woodbridge arthurs guide australia semis,"{'woodbridge', 'australia', 'semis', 'guide', 'arthurs'}",1,0,developed,1
australia likely help iraq rebuild rural,"{'australia', 'iraq', 'likely', 'rebuild', 'rural', 'help'}",1,1,developed/developing,2
bangladesh boat tragedy toll hits 72,"{'bangladesh', 'toll', 'boat', '72', 'hits', 'tragedy'}",0,1,developing,0
british troops basra stay hoon,"{'hoon', 'basra', 'stay', 'british', 'troops'}",1,0,developed,1
bush blair meet discuss post war iraq,"{'post', 'iraq', 'blair', 'war', 'bush', 'meet', 'discuss'}",0,1,developing,0
deportivo move second spain,"{'second', 'move', 'deportivo', 'spain'}",1,0,developed,1
eu cries fowl aust chicken import laws,"{'aust', 'chicken', 'cries', 'eu', 'import', 'fowl', 'laws'}",1,0,developed,0
explosions baghdad palace held us forces,"{'held', 'palace', 'us', 'explosions', 'forces', 'baghdad'}",1,0,developed,1
federal report calls soccer australia board,"{'board', 'australia', 'report', 'soccer', 'federal', 'calls'}",1,0,developed,1
four us troops killed baghdad attacks,"{'killed', 'attacks', 'us', 'four', 'baghdad', 'troops'}",1,0,developed,0
france russia dumped davis cup,"{'cup', 'russia', 'france', 'dumped', 'davis'}",1,0,developed,0
friendly fire plagues us britain iraq war,"{'plagues', 'fire', 'britain', 'iraq', 'war', 'friendly', 'us'}",1,1,developed/developing,0
government recommends australia soccer chiefs,"{'australia', 'government', 'chiefs', 'soccer', 'recommends'}",1,0,developed,2
iraq says hitting us forces artillery,"{'hitting', 'says', 'iraq', 'artillery', 'us', 'forces'}",1,1,developed/developing,1
loar wins thailand open five strokes,"{'open', 'strokes', 'loar', 'five', 'wins', 'thailand'}",0,1,developing,2
opposition fighters airlifted southern iraq,"{'fighters', 'airlifted', 'opposition', 'iraq', 'southern'}",0,1,developing,1
phelps leads us duel pool win,"{'phelps', 'leads', 'duel', 'win', 'us', 'pool'}",1,0,developed,2
sangakkara fashions sri lankan revenge kenya,"{'fashions', 'revenge', 'sri', 'kenya', 'lankan', 'sangakkara'}",0,1,developing,0
sarwan gayle first australia test clash,"{'first', 'sarwan', 'clash', 'australia', 'gayle', 'test'}",1,0,developed,1
sas stay iraq clean,"{'iraq', 'clean', 'stay', 'sas'}",0,1,developing,2
soccer australia board pressure quit,"{'board', 'pressure', 'australia', 'quit', 'soccer'}",1,0,developed,0
tourism head wants us market targeted,"{'wants', 'tourism', 'head', 'us', 'targeted', 'market'}",1,0,developed,1
two us soldiers two journalists killed rocket,"{'journalists', 'killed', 'rocket', 'two', 'us', 'soldiers'}",1,0,developed,0
us aiming take several baghdad targets uk,"{'take', 'aiming', 'several', 'us', 'uk', 'targets', 'baghdad'}",1,0,developed,1
us bombers target saddam result unknown,"{'result', 'target', 'bombers', 'saddam', 'us', 'unknown'}",1,0,developed,1
us confident finding banned weapons,"{'banned', 'confident', 'finding', 'us', 'weapons'}",1,0,developed,0
us forces attacking central baghdad,"{'attacking', 'central', 'us', 'forces', 'baghdad'}",1,0,developed,0
us forces deep inside baghdad palace witness,"{'palace', 'deep', 'us', 'inside', 'forces', 'witness', 'baghdad'}",1,0,developed,1
us forces deliberately attacked convoy russian,"{'deliberately', 'attacked', 'russian', 'us', 'forces', 'convoy'}",1,0,developed,0
us journalist embedded troops dies near,"{'journalist', 'dies', 'embedded', 'near', 'us', 'troops'}",1,0,developed,1
us marines cross two key bridges near baghdad,"{'cross', 'two', 'key', 'bridges', 'us', 'marines', 'baghdad', 'near'}",1,0,developed,1
us marines iraq discard chemical suits,"{'iraq', 'us', 'marines', 'suits', 'chemical', 'discard'}",1,1,developed/developing,0
us marines inside saddams palace fighting,"{'palace', 'us', 'inside', 'saddams', 'marines', 'fighting'}",1,0,developed,0
us may iraq long haul iraqi opposition,"{'iraqi', 'opposition', 'long', 'haul', 'iraq', 'us', 'may'}",1,1,developed/developing,1
us may found wmd site military,"{'site', 'found', 'wmd', 'us', 'may', 'military'}",1,0,developed,1
us says baghdad attack raid battles ahead,"{'ahead', 'raid', 'attack', 'says', 'us', 'baghdad', 'battles'}",1,0,developed,0
us says iraq burning bridges,"{'says', 'bridges', 'iraq', 'us', 'burning'}",1,1,developed/developing,1
us seizes three presidential palaces,"{'seizes', 'palaces', 'presidential', 'three', 'us'}",1,0,developed,1
us units attack palace fighting rages heart,"{'attack', 'palace', 'us', 'rages', 'units', 'fighting', 'heart'}",1,0,developed,0
vasco win 10 goal thriller brazil edmundos,"{'goal', 'edmundos', 'vasco', '10', 'brazil', 'win', 'thriller'}",0,1,developing,2
another cameraman dies us attack press,"{'another', 'dies', 'attack', 'press', 'us', 'cameraman'}",1,0,developed,0
australia leads clare higson trophy golf tournament,"{'higson', 'clare', 'australia', 'leads', 'trophy', 'golf', 'tournament'}",1,0,developed,1
australia survives scare guyana,"{'scare', 'australia', 'survives', 'guyana'}",1,1,developed/developing,0
australia large role iraq,"{'iraq', 'australia', 'role', 'large'}",1,1,developed/developing,1
baghdads rashid military airfield us hands,"{'hands', 'airfield', 'us', 'military', 'baghdads', 'rashid'}",1,0,developed,1
british trio convicted millionaire cheat plot,"{'millionaire', 'convicted', 'cheat', 'trio', 'british', 'plot'}",1,0,developed,0
cameramen killed us attacks press hotel,"{'hotel', 'killed', 'press', 'us', 'attacks', 'cameramen'}",1,0,developed,0
coalition commander visits iraq,"{'iraq', 'commander', 'coalition', 'visits'}",0,1,developing,1
explosions baghdad palace held us forces,"{'held', 'palace', 'us', 'explosions', 'forces', 'baghdad'}",1,0,developed,1
govt going soft nauru passports labor,"{'going', 'govt', 'passports', 'labor', 'soft', 'nauru'}",0,1,developing,1
govt upgrades tanzania travel warning,"{'upgrades', 'travel', 'govt', 'warning', 'tanzania'}",0,1,developing,0
iraq battlefield changing tack pentagon,"{'pentagon', 'changing', 'iraq', 'battlefield', 'tack'}",0,1,developing,0
iraq vows surrender,"{'iraq', 'vows', 'surrender'}",0,1,developing,0
mustard gas false alarm us,"{'gas', 'false', 'us', 'mustard', 'alarm'}",1,0,developed,0
mustard gas likely near najaf us,"{'likely', 'najaf', 'gas', 'us', 'mustard', 'near'}",1,0,developed,1
mystery virus kills 10 children vietnam,"{'kills', 'vietnam', '10', 'virus', 'children', 'mystery'}",0,1,developing,0
n korean economy already collapsed former us,"{'already', 'former', 'collapsed', 'economy', 'us', 'korean', 'n'}",1,0,developed,0
word saddams fate us bombing,"{'bombing', 'word', 'fate', 'us', 'saddams'}",1,0,developed,0
order quickly restored basra uk,"{'basra', 'restored', 'quickly', 'order', 'uk'}",1,0,developed,2
penelope cruz sues aust mag defamation,"{'sues', 'aust', 'cruz', 'mag', 'penelope', 'defamation'}",1,0,developed,1
pentagon reports 89 us personnel killed,"{'pentagon', 'killed', 'reports', 'personnel', 'us', '89'}",1,0,developed,0
preliminary tests show chemical agents iraq site,"{'site', 'show', 'agents', 'iraq', 'tests', 'preliminary', 'chemical'}",0,1,developing,1
press group slams us attack journalists baghdad,"{'journalists', 'slams', 'group', 'attack', 'press', 'us', 'baghdad'}",1,0,developed,0
reporter says us tank aimed iraq media hotel,"{'hotel', 'media', 'says', 'aimed', 'tank', 'iraq', 'us', 'reporter'}",1,1,developed/developing,1
sars stopped treated china,"{'sars', 'stopped', 'china', 'treated'}",1,0,developed,0
sars fear forces everton call china tour,"{'call', 'everton', 'china', 'tour', 'forces', 'fear', 'sars'}",1,0,developed,0
sars forces singapore airlines defer new,"{'defer', 'singapore', 'new', 'forces', 'sars', 'airlines'}",1,0,developed,0
sas troops stop russian convoy iraq,"{'russian', 'stop', 'iraq', 'sas', 'troops', 'convoy'}",0,1,developing,0
korea opens talks us troops,"{'korea', 'talks', 'us', 'opens', 'troops'}",1,0,developed,1
us denies deliberately targeting al jazeera,"{'deliberately', 'targeting', 'al', 'us', 'denies', 'jazeera'}",1,0,developed,0
us forces entering baghdad north,"{'north', 'entering', 'us', 'forces', 'baghdad'}",1,0,developed,1
us plane goes iraq pilot safe us,"{'safe', 'goes', 'iraq', 'plane', 'us', 'pilot'}",1,1,developed/developing,2
us says may never know iraqi leaders hit,"{'iraqi', 'says', 'hit', 'leaders', 'never', 'us', 'may', 'know'}",1,0,developed,1
us targets key sites baghdad,"{'key', 'sites', 'us', 'targets', 'baghdad'}",1,0,developed,1
zimbabwe stun sri lanka enter sharjah cup final,"{'sri', 'sharjah', 'cup', 'stun', 'lanka', 'enter', 'final', 'zimbabwe'}",0,1,developing,1
blair warns iraq war yet,"{'warns', 'yet', 'iraq', 'blair', 'war'}",0,1,developing,0
congressman calls creation us peace,"{'congressman', 'peace', 'us', 'creation', 'calls'}",1,0,developed,2
eastern baghdad us control official,"{'eastern', 'us', 'control', 'official', 'baghdad'}",1,0,developed,1
fed govt must outline post iraq stance labor,"{'fed', 'stance', 'govt', 'post', 'must', 'labor', 'iraq', 'outline'}",0,1,developing,1
france britain meet mend fences iraq,"{'fences', 'britain', 'iraq', 'mend', 'france', 'meet'}",1,1,developed/developing,1
iraq developments steer ords,"{'iraq', 'steer', 'developments', 'ords'}",0,1,developing,1
iraq reconstruction australias interest pm,"{'pm', 'interest', 'australias', 'iraq', 'reconstruction'}",0,1,developing,2
nauru detention camps may extended downer,"{'detention', 'downer', 'extended', 'camps', 'nauru', 'may'}",0,1,developing,0
officials attend post war iraq reconstruction,"{'attend', 'post', 'iraq', 'war', 'reconstruction', 'officials'}",0,1,developing,0
pakistan thrash kenya sharjah cup,"{'pakistan', 'sharjah', 'kenya', 'cup', 'thrash'}",0,1,developing,1
sars forces singapore churches halt confessions,"{'churches', 'singapore', 'confessions', 'halt', 'forces', 'sars'}",1,0,developed,1
soccer australia board discusses damning report,"{'board', 'australia', 'soccer', 'damning', 'discusses', 'report'}",1,0,developed,0
soccer australia board discuss damning report,"{'board', 'australia', 'soccer', 'damning', 'discuss', 'report'}",1,0,developed,0
us base move seoul officials,"{'base', 'move', 'seoul', 'us', 'officials'}",1,0,developed,1
us forces relocate central seoul,"{'relocate', 'seoul', 'central', 'us', 'forces'}",1,0,developed,1
us holding 7000 iraqi pows,"{'7000', 'iraqi', 'pows', 'us', 'holding'}",1,0,developed,1
us kurds capture mountain close mosul,"{'close', 'capture', 'mountain', 'mosul', 'kurds', 'us'}",1,0,developed,1
us marines advance unopposed ne baghdad,"{'advance', 'ne', 'unopposed', 'us', 'marines', 'baghdad'}",1,0,developed,1
us planes strike tikrit report,"{'strike', 'tikrit', 'us', 'planes', 'report'}",1,0,developed,1
us strike eagle crew missing,"{'strike', 'missing', 'eagle', 'us', 'crew'}",1,0,developed,0
us tanks reach central baghdad,"{'tanks', 'central', 'us', 'reach', 'baghdad'}",1,0,developed,1
us troops deployed philippines rebel,"{'deployed', 'philippines', 'us', 'troops', 'rebel'}",1,1,developed/developing,1
western rocket fired iraq killed child iran,"{'western', 'killed', 'rocket', 'child', 'iran', 'fired', 'iraq'}",0,1,developing,0
present sars report china,"{'sars', 'present', 'report', 'china'}",1,0,developed,1
aston villa pull china trip asia cup,"{'villa', 'trip', 'cup', 'china', 'pull', 'aston', 'asia'}",1,0,developed,1
australian pilots scale attacks iraq,"{'pilots', 'australian', 'iraq', 'scale', 'attacks'}",0,1,developing,0
aust join post war iraq authority,"{'aust', 'join', 'authority', 'post', 'iraq', 'war'}",1,1,developed/developing,0
blair postpones key northern ireland visit,"{'ireland', 'visit', 'key', 'postpones', 'blair', 'northern'}",1,0,developed,0
brazil appeal roberto carlos ban,"{'ban', 'brazil', 'roberto', 'carlos', 'appeal'}",0,1,developing,0
british court clears way designer baby,"{'designer', 'court', 'way', 'british', 'baby', 'clears'}",1,0,developed,1
four die jordan valley gunfight,"{'gunfight', 'jordan', 'die', 'four', 'valley'}",0,1,developing,0
france claims edge euro us space race,"{'edge', 'claims', 'space', 'france', 'euro', 'us', 'race'}",1,0,developed,1
ganguly confident india turns new faces,"{'india', 'turns', 'new', 'faces', 'ganguly', 'confident'}",0,1,developing,2
history points pakistan sharjah final,"{'pakistan', 'sharjah', 'points', 'final', 'history'}",0,1,developing,1
imf predicts slowdown aust economy,"{'aust', 'economy', 'slowdown', 'imf', 'predicts'}",1,0,developed,1
kurdish us forces enter kirkuk,"{'kurdish', 'us', 'forces', 'enter', 'kirkuk'}",1,0,developed,1
compensation afghan bomb victims us military,"{'compensation', 'bomb', 'us', 'military', 'victims', 'afghan'}",1,0,developed,0
nz corporate raider scuttles aust workers,"{'aust', 'workers', 'raider', 'corporate', 'scuttles', 'nz'}",1,0,developed,1
qantas air nz push ahead alliance,"{'ahead', 'qantas', 'air', 'alliance', 'push', 'nz'}",1,0,developed,1
santos still without win brazil championship,"{'without', 'championship', 'santos', 'brazil', 'win', 'still'}",0,1,developing,1
